COM;Pot_Cont;Escalao;ORD;COD_Proposta;Contagem;TF;TV|TVFV|TVP;TVV|TVC;TVVz;TFGN;TVGN
EDPC;3,45;;;EDPC_55;2;0,4173;0,1806;0,1091;;;
EDPC;4,6;;;EDPC_55;2;0,5378;0,1806;0,1091;;;
EDPC;5,75;;;EDPC_55;2;0,6359;0,1806;0,1091;;;
EDPC;6,9;;;EDPC_55;2;0,7246;0,1806;0,1091;;;
EDPC;10,35;;;EDPC_55;2;1,0389;0,1806;0,1091;;;
EDPC;13,8;;;EDPC_55;2;1,2598;0,1806;0,1091;;;
EDPC;17,25;;;EDPC_55;2;1,6348;0,1806;0,1091;;;
EDPC;20,7;;;EDPC_55;2;2,0024;0,1806;0,1091;;;
EDPC;3,45;;;EDPC_56;2;0,4173;0,1806;0,1091;;;
EDPC;4,6;;;EDPC_56;2;0,5378;0,1806;0,1091;;;
EDPC;5,75;;;EDPC_56;2;0,6359;0,1806;0,1091;;;
EDPC;6,9;;;EDPC_56;2;0,7246;0,1806;0,1091;;;
EDPC;10,35;;;EDPC_56;2;1,0389;0,1806;0,1091;;;
EDPC;13,8;;;EDPC_56;2;1,2598;0,1806;0,1091;;;
EDPC;17,25;;;EDPC_56;2;1,6348;0,1806;0,1091;;;
EDPC;20,7;;;EDPC_56;2;2,0024;0,1806;0,1091;;;
EDPC;3,45;;;EDPC_57;2;0,3773;0,1633;0,0987;;;
EDPC;4,6;;;EDPC_57;2;0,4863;0,1633;0,0987;;;
EDPC;5,75;;;EDPC_57;2;0,575;0,1633;0,0987;;;
EDPC;6,9;;;EDPC_57;2;0,6552;0,1633;0,0987;;;
EDPC;10,35;;;EDPC_57;2;0,9394;0,1633;0,0987;;;
EDPC;13,8;;;EDPC_57;2;1,1392;0,1633;0,0987;;;
EDPC;17,25;;;EDPC_57;2;1,4782;0,1633;0,0987;;;
EDPC;20,7;;;EDPC_57;2;1,8107;0,1633;0,0987;;;
EDPC;3,45;;;EDPC_58;2;0,4084;0,1767;0,1068;;;
EDPC;4,6;;;EDPC_58;2;0,5263;0,1767;0,1068;;;
EDPC;5,75;;;EDPC_58;2;0,6224;0,1767;0,1068;;;
EDPC;6,9;;;EDPC_58;2;0,7091;0,1767;0,1068;;;
EDPC;10,35;;;EDPC_58;2;1,0168;0,1767;0,1068;;;
EDPC;13,8;;;EDPC_58;2;1,233;0,1767;0,1068;;;
EDPC;17,25;;;EDPC_58;2;1,6;0,1767;0,1068;;;
EDPC;20,7;;;EDPC_58;2;1,9598;0,1767;0,1068;;;
EDPC;3,45;;;EDPC_59;2;0,4261;0,1844;0,1115;;;
EDPC;4,6;;;EDPC_59;2;0,5492;0,1844;0,1115;;;
EDPC;5,75;;;EDPC_59;2;0,6494;0,1844;0,1115;;;
EDPC;6,9;;;EDPC_59;2;0,74;0,1844;0,1115;;;
EDPC;10,35;;;EDPC_59;2;1,061;0,1844;0,1115;;;
EDPC;13,8;;;EDPC_59;2;1,2866;0,1844;0,1115;;;
EDPC;17,25;;;EDPC_59;2;1,6695;0,1844;0,1115;;;
EDPC;20,7;;;EDPC_59;2;2,045;0,1844;0,1115;;;
EDPC;3,45;;;EDPC_60;2;0,4261;0,1844;0,1115;;;
EDPC;4,6;;;EDPC_60;2;0,5492;0,1844;0,1115;;;
EDPC;5,75;;;EDPC_60;2;0,6494;0,1844;0,1115;;;
EDPC;6,9;;;EDPC_60;2;0,74;0,1844;0,1115;;;
EDPC;10,35;;;EDPC_60;2;1,061;0,1844;0,1115;;;
EDPC;13,8;;;EDPC_60;2;1,2866;0,1844;0,1115;;;
EDPC;17,25;;;EDPC_60;2;1,6695;0,1844;0,1115;;;
EDPC;20,7;;;EDPC_60;2;2,045;0,1844;0,1115;;;
EDPC;3,45;;;EDPC_61;2;0,4084;0,1767;0,1068;;;
EDPC;4,6;;;EDPC_61;2;0,5263;0,1767;0,1068;;;
EDPC;5,75;;;EDPC_61;2;0,6224;0,1767;0,1068;;;
EDPC;6,9;;;EDPC_61;2;0,7091;0,1767;0,1068;;;
EDPC;10,35;;;EDPC_61;2;1,0168;0,1767;0,1068;;;
EDPC;13,8;;;EDPC_61;2;1,233;0,1767;0,1068;;;
EDPC;17,25;;;EDPC_61;2;1,6;0,1767;0,1068;;;
EDPC;20,7;;;EDPC_61;2;1,9598;0,1767;0,1068;;;
EDPC;3,45;;;EDPC_63;2;0,338198;0,221973577;0,1379485975;;;
EDPC;4,6;;;EDPC_63;2;0,425516;0,222096616;0,138010117;;;
EDPC;5,75;;;EDPC_63;2;0,502152;0,222096616;0,138010117;;;
EDPC;6,9;;;EDPC_63;2;0,580846;0,2220350965;0,138010117;;;
EDPC;10,35;;;EDPC_63;2;0,797034;0,2220350965;0,138010117;;;
EDPC;13,8;;;EDPC_63;2;1,03047;0,221727499;0,1374564415;;;
EDPC;17,25;;;EDPC_63;2;1,252342;0,21236704125;0,1296305535;;;
EDPC;20,7;;;EDPC_63;2;1,507828;0,21236704125;0,1296305535;;;
EDPC;3,45;;;EDPC_64;2;0,338198;0,1834679565;0,11401873875;;;
EDPC;4,6;;;EDPC_64;2;0,425516;0,183569652;0,1140695865;;;
EDPC;5,75;;;EDPC_64;2;0,502152;0,183569652;0,1140695865;;;
EDPC;6,9;;;EDPC_64;2;0,580846;0,18351880425;0,1140695865;;;
EDPC;10,35;;;EDPC_64;2;0,797034;0,18351880425;0,1140695865;;;
EDPC;13,8;;;EDPC_64;2;1,03047;0,1832645655;0,11361195675;;;
EDPC;17,25;;;EDPC_64;2;1,252342;0,175527860625;0,10714362075;;;
EDPC;20,7;;;EDPC_64;2;1,507828;0,175527860625;0,10714362075;;;
EDPC;3,45;;;EDPC_65;2;0,317492;0,208383358;0,129502765;;;
EDPC;4,6;;;EDPC_65;2;0,399464;0,208498864;0,129560518;;;
EDPC;5,75;;;EDPC_65;2;0,471408;0,208498864;0,129560518;;;
EDPC;6,9;;;EDPC_65;2;0,545284;0,208441111;0,129560518;;;
EDPC;10,35;;;EDPC_65;2;0,748236;0,208441111;0,129560518;;;
EDPC;13,8;;;EDPC_65;2;0,96738;0,208152346;0,129040741;;;
EDPC;17,25;;;EDPC_65;2;1,175668;0,1993649775;0,121693989;;;
EDPC;20,7;;;EDPC_65;2;1,415512;0,1993649775;0,121693989;;;
EDPC;3,45;;;EDPC_66;2;0,3451;0,1879980295;0,11683401625;;;
EDPC;4,6;;;EDPC_66;2;0,4342;0,188102236;0,1168861195;;;
EDPC;5,75;;;EDPC_66;2;0,5124;0,188102236;0,1168861195;;;
EDPC;6,9;;;EDPC_66;2;0,5927;0,18805013275;0,1168861195;;;
EDPC;10,35;;;EDPC_66;2;0,8133;0,18805013275;0,1168861195;;;
EDPC;13,8;;;EDPC_66;2;1,0515;0,1877896165;0,11641719025;;;
EDPC;17,25;;;EDPC_66;2;1,2779;0,179861881875;0,10978914225;;;
EDPC;20,7;;;EDPC_66;2;1,5386;0,179861881875;0,10978914225;;;
EDPC;3,45;;;EDPC_67;2;0,3451;0,22650365;0,140763875;;;
EDPC;4,6;;;EDPC_67;2;0,4342;0,2266292;0,14082665;;;
EDPC;5,75;;;EDPC_67;2;0,5124;0,2266292;0,14082665;;;
EDPC;6,9;;;EDPC_67;2;0,5927;0,226566425;0,14082665;;;
EDPC;10,35;;;EDPC_67;2;0,8133;0,226566425;0,14082665;;;
EDPC;13,8;;;EDPC_67;2;1,0515;0,22625255;0,140261675;;;
EDPC;17,25;;;EDPC_67;2;1,2779;0,2167010625;0,132276075;;;
EDPC;20,7;;;EDPC_67;2;1,5386;0,2167010625;0,132276075;;;
EDPC;3,45;;;EDPC_68;2;0,3451;0,1879980295;0,11683401625;;;
EDPC;4,6;;;EDPC_68;2;0,4342;0,188102236;0,1168861195;;;
EDPC;5,75;;;EDPC_68;2;0,5124;0,188102236;0,1168861195;;;
EDPC;6,9;;;EDPC_68;2;0,5927;0,18805013275;0,1168861195;;;
EDPC;10,35;;;EDPC_68;2;0,8133;0,18805013275;0,1168861195;;;
EDPC;13,8;;;EDPC_68;2;1,0515;0,1877896165;0,11641719025;;;
EDPC;17,25;;;EDPC_68;2;1,2779;0,179861881875;0,10978914225;;;
EDPC;20,7;;;EDPC_68;2;1,5386;0,179861881875;0,10978914225;;;
EDPC;3,45;;;EDPC_69;2;0,341649;0,2242386135;0,13935623625;;;
EDPC;4,6;;;EDPC_69;2;0,429858;0,224362908;0,1394183835;;;
EDPC;5,75;;;EDPC_69;2;0,507276;0,224362908;0,1394183835;;;
EDPC;6,9;;;EDPC_69;2;0,586773;0,22430076075;0,1394183835;;;
EDPC;10,35;;;EDPC_69;2;0,805167;0,22430076075;0,1394183835;;;
EDPC;13,8;;;EDPC_69;2;1,040985;0,2239900245;0,13885905825;;;
EDPC;17,25;;;EDPC_69;2;1,265121;0,214534051875;0,13095331425;;;
EDPC;20,7;;;EDPC_69;2;1,523214;0,214534051875;0,13095331425;;;
EDPC;3,45;;;EDPC_70;2;0,317492;0,1698777375;0,10557290625;;;
EDPC;4,6;;;EDPC_70;2;0,399464;0,1699719;0,1056199875;;;
EDPC;5,75;;;EDPC_70;2;0,471408;0,1699719;0,1056199875;;;
EDPC;6,9;;;EDPC_70;2;0,545284;0,16992481875;0,1056199875;;;
EDPC;10,35;;;EDPC_70;2;0,748236;0,16992481875;0,1056199875;;;
EDPC;13,8;;;EDPC_70;2;0,96738;0,1696894125;0,10519625625;;;
EDPC;17,25;;;EDPC_70;2;1,175668;0,162525796875;0,09920705625;;;
EDPC;20,7;;;EDPC_70;2;1,415512;0,162525796875;0,09920705625;;;
EDPC;3,45;;;EDPC_71;2;0,324394;0,1744078105;0,10838818375;;;
EDPC;4,6;;;EDPC_71;2;0,408148;0,174504484;0,1084365205;;;
EDPC;5,75;;;EDPC_71;2;0,481656;0,174504484;0,1084365205;;;
EDPC;6,9;;;EDPC_71;2;0,557138;0,17445614725;0,1084365205;;;
EDPC;10,35;;;EDPC_71;2;0,764502;0,17445614725;0,1084365205;;;
EDPC;13,8;;;EDPC_71;2;0,98841;0,1742144635;0,10800148975;;;
EDPC;17,25;;;EDPC_71;2;1,201226;0,166859818125;0,10185257775;;;
EDPC;20,7;;;EDPC_71;2;1,446284;0,166859818125;0,10185257775;;;
EDPC;3,45;;;EDPC_72;2;0,3451;0,1879980295;0,11683401625;;;
EDPC;4,6;;;EDPC_72;2;0,4342;0,188102236;0,1168861195;;;
EDPC;5,75;;;EDPC_72;2;0,5124;0,188102236;0,1168861195;;;
EDPC;6,9;;;EDPC_72;2;0,5927;0,18805013275;0,1168861195;;;
EDPC;10,35;;;EDPC_72;2;0,8133;0,18805013275;0,1168861195;;;
EDPC;13,8;;;EDPC_72;2;1,0515;0,1877896165;0,11641719025;;;
EDPC;17,25;;;EDPC_72;2;1,2779;0,179861881875;0,10978914225;;;
EDPC;20,7;;;EDPC_72;2;1,5386;0,179861881875;0,10978914225;;;
EDPC;3,45;;;EDPC_73;2;0,341649;0,2242386135;0,13935623625;;;
EDPC;4,6;;;EDPC_73;2;0,429858;0,224362908;0,1394183835;;;
EDPC;5,75;;;EDPC_73;2;0,507276;0,224362908;0,1394183835;;;
EDPC;6,9;;;EDPC_73;2;0,586773;0,22430076075;0,1394183835;;;
EDPC;10,35;;;EDPC_73;2;0,805167;0,22430076075;0,1394183835;;;
EDPC;13,8;;;EDPC_73;2;1,040985;0,2239900245;0,13885905825;;;
EDPC;17,25;;;EDPC_73;2;1,265121;0,214534051875;0,13095331425;;;
EDPC;20,7;;;EDPC_73;2;1,523214;0,214534051875;0,13095331425;;;
EDPC;3,45;;;EDPC_74;2;0,317492;0,1698777375;0,10557290625;;;
EDPC;4,6;;;EDPC_74;2;0,399464;0,1699719;0,1056199875;;;
EDPC;5,75;;;EDPC_74;2;0,471408;0,1699719;0,1056199875;;;
EDPC;6,9;;;EDPC_74;2;0,545284;0,16992481875;0,1056199875;;;
EDPC;10,35;;;EDPC_74;2;0,748236;0,16992481875;0,1056199875;;;
EDPC;13,8;;;EDPC_74;2;0,96738;0,1696894125;0,10519625625;;;
EDPC;17,25;;;EDPC_74;2;1,175668;0,162525796875;0,09920705625;;;
EDPC;20,7;;;EDPC_74;2;1,415512;0,162525796875;0,09920705625;;;
EDPC;3,45;;;EDPC_75;2;0,324394;0,212913431;0,1323180425;;;
EDPC;4,6;;;EDPC_75;2;0,408148;0,213031448;0,132377051;;;
EDPC;5,75;;;EDPC_75;2;0,481656;0,213031448;0,132377051;;;
EDPC;6,9;;;EDPC_75;2;0,557138;0,2129724395;0,132377051;;;
EDPC;10,35;;;EDPC_75;2;0,764502;0,2129724395;0,132377051;;;
EDPC;13,8;;;EDPC_75;2;0,98841;0,212677397;0,1318459745;;;
EDPC;17,25;;;EDPC_75;2;1,201226;0,20369899875;0,1243395105;;;
EDPC;20,7;;;EDPC_75;2;1,446284;0,20369899875;0,1243395105;;;
EDPC;3,45;;;EDPC_76;2;0,324394;0,1744078105;0,10838818375;;;
EDPC;4,6;;;EDPC_76;2;0,408148;0,174504484;0,1084365205;;;
EDPC;5,75;;;EDPC_76;2;0,481656;0,174504484;0,1084365205;;;
EDPC;6,9;;;EDPC_76;2;0,557138;0,17445614725;0,1084365205;;;
EDPC;10,35;;;EDPC_76;2;0,764502;0,17445614725;0,1084365205;;;
EDPC;13,8;;;EDPC_76;2;0,98841;0,1742144635;0,10800148975;;;
EDPC;17,25;;;EDPC_76;2;1,201226;0,166859818125;0,10185257775;;;
EDPC;20,7;;;EDPC_76;2;1,446284;0,166859818125;0,10185257775;;;
EDPC;3,45;;;EDPC_77;2;0,338198;0,1834679565;0,11401873875;;;
EDPC;4,6;;;EDPC_77;2;0,425516;0,183569652;0,1140695865;;;
EDPC;5,75;;;EDPC_77;2;0,502152;0,183569652;0,1140695865;;;
EDPC;6,9;;;EDPC_77;2;0,580846;0,18351880425;0,1140695865;;;
EDPC;10,35;;;EDPC_77;2;0,797034;0,18351880425;0,1140695865;;;
EDPC;13,8;;;EDPC_77;2;1,03047;0,1832645655;0,11361195675;;;
EDPC;17,25;;;EDPC_77;2;1,252342;0,175527860625;0,10714362075;;;
EDPC;20,7;;;EDPC_77;2;1,507828;0,175527860625;0,10714362075;;;
EDPC;3,45;;;EDPC_86;2;0,4439;0,1921;0,1161;;;
EDPC;4,6;;;EDPC_86;2;0,5721;0,1921;0,1161;;;
EDPC;5,75;;;EDPC_86;2;0,6765;0,1921;0,1161;;;
EDPC;6,9;;;EDPC_86;2;0,7708;0,1921;0,0871;;;
EDPC;10,35;;;EDPC_86;2;1,1052;0,1921;0,0871;;;
EDPC;13,8;;;EDPC_86;2;1,3402;0,1921;0,0871;;;
EDPC;17,25;;;EDPC_86;2;1,7391;0,1921;0,0871;;;
EDPC;20,7;;;EDPC_86;2;2,1302;0,1921;0,0871;;;
EDPC;3,45;;;EDPC_87;2;0,4439;0,1921;0,1161;;;
EDPC;4,6;;;EDPC_87;2;0,5721;0,1921;0,1161;;;
EDPC;5,75;;;EDPC_87;2;0,6765;0,1921;0,1161;;;
EDPC;6,9;;;EDPC_87;2;0,7708;0,1921;0,0871;;;
EDPC;10,35;;;EDPC_87;2;1,1052;0,1921;0,0871;;;
EDPC;13,8;;;EDPC_87;2;1,3402;0,1921;0,0871;;;
EDPC;17,25;;;EDPC_87;2;1,7391;0,1921;0,0871;;;
EDPC;20,7;;;EDPC_87;2;2,1302;0,1921;0,0871;;;
EDPC;3,45;;;EDPC_88;2;0,3451;0,22650365;0,140763875;;;
EDPC;4,6;;;EDPC_88;2;0,4342;0,2266292;0,14082665;;;
EDPC;5,75;;;EDPC_88;2;0,5124;0,2266292;0,14082665;;;
EDPC;6,9;;;EDPC_88;2;0,5927;0,226566425;0,14082665;;;
EDPC;10,35;;;EDPC_88;2;0,8133;0,226566425;0,14082665;;;
EDPC;13,8;;;EDPC_88;2;1,0515;0,22625255;0,140261675;;;
EDPC;17,25;;;EDPC_88;2;1,2779;0,2167010625;0,132276075;;;
EDPC;20,7;;;EDPC_88;2;1,5386;0,2167010625;0,132276075;;;
EDPC;3,45;;;EDPC_89;2;0,3773;0,1633;0,0987;;;
EDPC;4,6;;;EDPC_89;2;0,4863;0,1633;0,0987;;;
EDPC;5,75;;;EDPC_89;2;0,575;0,1633;0,0987;;;
EDPC;6,9;;;EDPC_89;2;0,6552;0,1633;0,0987;;;
EDPC;10,35;;;EDPC_89;2;0,9394;0,1633;0,0987;;;
EDPC;13,8;;;EDPC_89;2;1,1392;0,1633;0,0987;;;
EDPC;17,25;;;EDPC_89;2;1,4782;0,1633;0,0987;;;
EDPC;20,7;;;EDPC_89;2;1,8107;0,1633;0,0987;;;
EDPC;3,45;;;EDPC_92;2;0,3773;0,1633;0,0987;;;
EDPC;4,6;;;EDPC_92;2;0,4863;0,1633;0,0987;;;
EDPC;5,75;;;EDPC_92;2;0,575;0,1633;0,0987;;;
EDPC;6,9;;;EDPC_92;2;0,6552;0,1633;0,0987;;;
EDPC;10,35;;;EDPC_92;2;0,9394;0,1633;0,0987;;;
EDPC;13,8;;;EDPC_92;2;1,1392;0,1633;0,0987;;;
EDPC;17,25;;;EDPC_92;2;1,4782;0,1633;0,0987;;;
EDPC;20,7;;;EDPC_92;2;1,8107;0,1633;0,0987;;;
EDPC;3,45;;;EDPC_93;2;0,3451;0,1879980295;0,11683401625;;;
EDPC;4,6;;;EDPC_93;2;0,4342;0,188102236;0,1168861195;;;
EDPC;5,75;;;EDPC_93;2;0,5124;0,188102236;0,1168861195;;;
EDPC;6,9;;;EDPC_93;2;0,5927;0,18805013275;0,1168861195;;;
EDPC;10,35;;;EDPC_93;2;0,8133;0,18805013275;0,1168861195;;;
EDPC;13,8;;;EDPC_93;2;1,0515;0,1877896165;0,11641719025;;;
EDPC;17,25;;;EDPC_93;2;1,2779;0,179861881875;0,10978914225;;;
EDPC;20,7;;;EDPC_93;2;1,5386;0,179861881875;0,10978914225;;;
EDPC;3,45;;;EDPC_94;2;0,4217;0,1825;0,1103;;;
EDPC;4,6;;;EDPC_94;2;0,5435;0,1825;0,1103;;;
EDPC;5,75;;;EDPC_94;2;0,6427;0,1825;0,1103;;;
EDPC;6,9;;;EDPC_94;2;0,7323;0,1825;0,1103;;;
EDPC;10,35;;;EDPC_94;2;1,0499;0,1825;0,1103;;;
EDPC;13,8;;;EDPC_94;2;1,2732;0,1825;0,1103;;;
EDPC;17,25;;;EDPC_94;2;1,6521;0,1825;0,1103;;;
EDPC;20,7;;;EDPC_94;2;2,0237;0,1825;0,1103;;;
EDPC;3,45;;;EDPC_95;2;0,4217;0,1825;0,1103;;;
EDPC;4,6;;;EDPC_95;2;0,5435;0,1825;0,1103;;;
EDPC;5,75;;;EDPC_95;2;0,6427;0,1825;0,1103;;;
EDPC;6,9;;;EDPC_95;2;0,7323;0,1825;0,1103;;;
EDPC;10,35;;;EDPC_95;2;1,0499;0,1825;0,1103;;;
EDPC;13,8;;;EDPC_95;2;1,2732;0,1825;0,1103;;;
EDPC;17,25;;;EDPC_95;2;1,6521;0,1825;0,1103;;;
EDPC;20,7;;;EDPC_95;2;2,0237;0,1825;0,1103;;;
EDPC;3,45;;;EDPC_96;2;0,4217;0,1825;0,1103;;;
EDPC;4,6;;;EDPC_96;2;0,5435;0,1825;0,1103;;;
EDPC;5,75;;;EDPC_96;2;0,6427;0,1825;0,1103;;;
EDPC;6,9;;;EDPC_96;2;0,7323;0,1825;0,1103;;;
EDPC;10,35;;;EDPC_96;2;1,0499;0,1825;0,1103;;;
EDPC;13,8;;;EDPC_96;2;1,2732;0,1825;0,1103;;;
EDPC;17,25;;;EDPC_96;2;1,6521;0,1825;0,1103;;;
EDPC;20,7;;;EDPC_96;2;2,0237;0,1825;0,1103;;;
EDPC;3,45;;;EDPC_97;2;0,4217;0,1825;0,1103;;;
EDPC;4,6;;;EDPC_97;2;0,5435;0,1825;0,1103;;;
EDPC;5,75;;;EDPC_97;2;0,6427;0,1825;0,1103;;;
EDPC;6,9;;;EDPC_97;2;0,7323;0,1825;0,1103;;;
EDPC;10,35;;;EDPC_97;2;1,0499;0,1825;0,1103;;;
EDPC;13,8;;;EDPC_97;2;1,2732;0,1825;0,1103;;;
EDPC;17,25;;;EDPC_97;2;1,6521;0,1825;0,1103;;;
EDPC;20,7;;;EDPC_97;2;2,0237;0,1825;0,1103;;;
EDPC;3,45;;;EDPC_98;2;0,3995;0,1729;0,1045;;;
EDPC;4,6;;;EDPC_98;2;0,5149;0,1729;0,1045;;;
EDPC;5,75;;;EDPC_98;2;0,6089;0,1729;0,1045;;;
EDPC;6,9;;;EDPC_98;2;0,6937;0,1729;0,1045;;;
EDPC;10,35;;;EDPC_98;2;0,9947;0,1729;0,1045;;;
EDPC;13,8;;;EDPC_98;2;1,2062;0,1729;0,1045;;;
EDPC;17,25;;;EDPC_98;2;1,5652;0,1729;0,1045;;;
EDPC;20,7;;;EDPC_98;2;1,9172;0,1729;0,1045;;;
EDPC;3,45;;;EDPC_99;2;0,3995;0,1729;0,1045;;;
EDPC;4,6;;;EDPC_99;2;0,5149;0,1729;0,1045;;;
EDPC;5,75;;;EDPC_99;2;0,6089;0,1729;0,1045;;;
EDPC;6,9;;;EDPC_99;2;0,6937;0,1729;0,1045;;;
EDPC;10,35;;;EDPC_99;2;0,9947;0,1729;0,1045;;;
EDPC;13,8;;;EDPC_99;2;1,2062;0,1729;0,1045;;;
EDPC;17,25;;;EDPC_99;2;1,5652;0,1729;0,1045;;;
EDPC;20,7;;;EDPC_99;2;1,9172;0,1729;0,1045;;;
EDPC;3,45;;;EDPC_01;3;0,3476;0,3611;0,1448;0,1153;;
EDPC;4,6;;;EDPC_01;3;0,4243;0,3611;0,1448;0,1153;;
EDPC;5,75;;;EDPC_01;3;0,4904;0,3611;0,1448;0,1153;;
EDPC;6,9;;;EDPC_01;3;0,5743;0,3611;0,1448;0,1153;;
EDPC;10,35;;;EDPC_01;3;0,7511;0,3611;0,1448;0,1153;;
EDPC;13,8;;;EDPC_01;3;1,0405;0,3611;0,1448;0,1153;;
EDPC;17,25;;;EDPC_01;3;1,3564;0,3611;0,1448;0,1153;;
EDPC;20,7;;;EDPC_01;3;1,6234;0,3611;0,1448;0,1153;;
EDPC;27,6;;;EDPC_01;3;1,9586;0,3712;0,1608;0,1166;;
EDPC;34,5;;;EDPC_01;3;2,3529;0,3712;0,1608;0,1166;;
EDPC;41,4;;;EDPC_01;3;2,8369;0,3712;0,1608;0,1166;;
EDPC;3,45;;;EDPC_02;3;0,3476;0,3611;0,1448;0,1153;;
EDPC;4,6;;;EDPC_02;3;0,4243;0,3611;0,1448;0,1153;;
EDPC;5,75;;;EDPC_02;3;0,4904;0,3611;0,1448;0,1153;;
EDPC;6,9;;;EDPC_02;3;0,5743;0,3611;0,1448;0,1153;;
EDPC;10,35;;;EDPC_02;3;0,7511;0,3611;0,1448;0,1153;;
EDPC;13,8;;;EDPC_02;3;1,0405;0,3611;0,1448;0,1153;;
EDPC;17,25;;;EDPC_02;3;1,3564;0,3611;0,1448;0,1153;;
EDPC;20,7;;;EDPC_02;3;1,6234;0,3611;0,1448;0,1153;;
EDPC;27,6;;;EDPC_02;3;1,9586;0,3712;0,1608;0,1166;;
EDPC;34,5;;;EDPC_02;3;2,3529;0,3712;0,1608;0,1166;;
EDPC;41,4;;;EDPC_02;3;2,8369;0,3712;0,1608;0,1166;;
EDPC;3,45;;;EDPC_03;3;0,3476;0,3611;0,1448;0,1153;;
EDPC;4,6;;;EDPC_03;3;0,4243;0,3611;0,1448;0,1153;;
EDPC;5,75;;;EDPC_03;3;0,4904;0,3611;0,1448;0,1153;;
EDPC;6,9;;;EDPC_03;3;0,5743;0,3611;0,1448;0,1153;;
EDPC;10,35;;;EDPC_03;3;0,7511;0,3611;0,1448;0,1153;;
EDPC;13,8;;;EDPC_03;3;1,0405;0,3611;0,1448;0,1153;;
EDPC;17,25;;;EDPC_03;3;1,3564;0,3611;0,1448;0,1153;;
EDPC;20,7;;;EDPC_03;3;1,6234;0,3611;0,1448;0,1153;;
EDPC;27,6;;;EDPC_03;3;1,9586;0,3712;0,1608;0,1166;;
EDPC;34,5;;;EDPC_03;3;2,3529;0,3712;0,1608;0,1166;;
EDPC;41,4;;;EDPC_03;3;2,8369;0,3712;0,1608;0,1166;;
EDPC;3,45;;;EDPC_04;3;0,3476;0,3611;0,1448;0,1153;;
EDPC;4,6;;;EDPC_04;3;0,4243;0,3611;0,1448;0,1153;;
EDPC;5,75;;;EDPC_04;3;0,4904;0,3611;0,1448;0,1153;;
EDPC;6,9;;;EDPC_04;3;0,5743;0,3611;0,1448;0,1153;;
EDPC;10,35;;;EDPC_04;3;0,7511;0,3611;0,1448;0,1153;;
EDPC;13,8;;;EDPC_04;3;1,0405;0,3611;0,1448;0,1153;;
EDPC;17,25;;;EDPC_04;3;1,3564;0,3611;0,1448;0,1153;;
EDPC;20,7;;;EDPC_04;3;1,6234;0,3611;0,1448;0,1153;;
EDPC;27,6;;;EDPC_04;3;1,9586;0,3712;0,1608;0,1166;;
EDPC;34,5;;;EDPC_04;3;2,3529;0,3712;0,1608;0,1166;;
EDPC;41,4;;;EDPC_04;3;2,8369;0,3712;0,1608;0,1166;;
EDPC;3,45;;;EDPC_05;3;0,3476;0,3611;0,1448;0,1153;;
EDPC;4,6;;;EDPC_05;3;0,4243;0,3611;0,1448;0,1153;;
EDPC;5,75;;;EDPC_05;3;0,4904;0,3611;0,1448;0,1153;;
EDPC;6,9;;;EDPC_05;3;0,5743;0,3611;0,1448;0,1153;;
EDPC;10,35;;;EDPC_05;3;0,7511;0,3611;0,1448;0,1153;;
EDPC;13,8;;;EDPC_05;3;1,0405;0,3611;0,1448;0,1153;;
EDPC;17,25;;;EDPC_05;3;1,3564;0,3611;0,1448;0,1153;;
EDPC;20,7;;;EDPC_05;3;1,6234;0,3611;0,1448;0,1153;;
EDPC;27,6;;;EDPC_05;3;1,9586;0,3712;0,1608;0,1166;;
EDPC;34,5;;;EDPC_05;3;2,3529;0,3712;0,1608;0,1166;;
EDPC;41,4;;;EDPC_05;3;2,8369;0,3712;0,1608;0,1166;;
EDPC;3,45;;;EDPC_06;3;0,3476;0,3611;0,1448;0,1153;;
EDPC;4,6;;;EDPC_06;3;0,4243;0,3611;0,1448;0,1153;;
EDPC;5,75;;;EDPC_06;3;0,4904;0,3611;0,1448;0,1153;;
EDPC;6,9;;;EDPC_06;3;0,5743;0,3611;0,1448;0,1153;;
EDPC;10,35;;;EDPC_06;3;0,7511;0,3611;0,1448;0,1153;;
EDPC;13,8;;;EDPC_06;3;1,0405;0,3611;0,1448;0,1153;;
EDPC;17,25;;;EDPC_06;3;1,3564;0,3611;0,1448;0,1153;;
EDPC;20,7;;;EDPC_06;3;1,6234;0,3611;0,1448;0,1153;;
EDPC;27,6;;;EDPC_06;3;1,9586;0,3712;0,1608;0,1166;;
EDPC;34,5;;;EDPC_06;3;2,3529;0,3712;0,1608;0,1166;;
EDPC;41,4;;;EDPC_06;3;2,8369;0,3712;0,1608;0,1166;;
EDPC;3,45;;;EDPC_07;3;0,3476;0,3611;0,1448;0,1153;;
EDPC;4,6;;;EDPC_07;3;0,4243;0,3611;0,1448;0,1153;;
EDPC;5,75;;;EDPC_07;3;0,4904;0,3611;0,1448;0,1153;;
EDPC;6,9;;;EDPC_07;3;0,5743;0,3611;0,1448;0,1153;;
EDPC;10,35;;;EDPC_07;3;0,7511;0,3611;0,1448;0,1153;;
EDPC;13,8;;;EDPC_07;3;1,0405;0,3611;0,1448;0,1153;;
EDPC;17,25;;;EDPC_07;3;1,3564;0,3611;0,1448;0,1153;;
EDPC;20,7;;;EDPC_07;3;1,6234;0,3611;0,1448;0,1153;;
